fold,is_start,is_end,oos_start,oos_end,trade_count,profit_factor,max_drawdown,sharpe,total_profit,expectancy
1,20260301,20260401,20260401,20260501,41,0.2507038379664573,12.313829063196568,-0.4853188614591942,-12.157891057273229,-0.003135717389939686
