fold,is_start,is_end,oos_start,oos_end,trade_count,profit_factor,max_drawdown,sharpe,total_profit,expectancy
1,20260301,20260401,20260401,20260501,20,0.2766858123023884,7.164739286233757,-0.4702253448261898,-7.116367394526801,-0.0036540152279978646
